rt,stimulus,response,trial_type,trial_index,plugin_version,time_elapsed,subject_id,study_id,session_id,question_type,source_file,response_1,response_2,response_3,response_4,response_5,response_6,response_7,response_8,response_9,response_10,response_11,response_12
47914,,"{""Sound"":""talkative, quiet, normal, vocal, whispering, focused""}",survey-text,4,2.1.0,184187,65c0001a211c74f0d87bb8cf,691666c81a5eeee631c26019,69167677722b04ec208d36f6,sound,ohnlns7maq.csv,talkative,quiet,normal,vocal,whispering,focused,,,,,,
3569,,"{""Know"":""yes""}",survey-text,5,2.1.0,187762,65c0001a211c74f0d87bb8cf,691666c81a5eeee631c26019,69167677722b04ec208d36f6,know,ohnlns7maq.csv,yes,,,,,,,,,,,
15024,,"{""Person"":""spectrum, colors, socially awkward, smart, savant""}",survey-text,2,2.1.0,42332,5d9ea13f25b04c0016961421,691666c81a5eeee631c26019,691671b018954a8fecb5a6cd,person,okusbfjb5a.csv,spectrum,colors,socially awkward,smart,savant,,,,,,,
28120,,"{""Behavior"":""awkward, ignores social cues, friendly, enthusiastic, unorthodox""}",survey-text,3,2.1.0,70456,5d9ea13f25b04c0016961421,691666c81a5eeee631c26019,691671b018954a8fecb5a6cd,behavior,okusbfjb5a.csv,awkward,ignores social cues,friendly,enthusiastic,unorthodox,,,,,,,
19002,,"{""Sound"":""loud, outspoken, awkward, weird, friendly""}",survey-text,4,2.1.0,89460,5d9ea13f25b04c0016961421,691666c81a5eeee631c26019,691671b018954a8fecb5a6cd,sound,okusbfjb5a.csv,loud,outspoken,awkward,weird,friendly,,,,,,,
3198,,"{""Know"":""Yes""}",survey-text,5,2.1.0,92664,5d9ea13f25b04c0016961421,691666c81a5eeee631c26019,691671b018954a8fecb5a6cd,know,okusbfjb5a.csv,Yes,,,,,,,,,,,
193489,,"{""Person"":""different,awkward,strong,non-social,dependant""}",survey-text,2,2.1.0,247350,6158cd25533cca75a4429fc9,691666c81a5eeee631c26019,69167870c9edf323aaa0a4a4,person,p00s7kbv1v.csv,different,awkward,strong,non-social,dependant,,,,,,,
498031,,"{""Behavior"":""awkward,focused,aggressive,anxiety,spinning,rocking                                   ""}",survey-text,3,2.1.0,745385,6158cd25533cca75a4429fc9,691666c81a5eeee631c26019,69167870c9edf323aaa0a4a4,behavior,p00s7kbv1v.csv,awkward,focused,aggressive,anxiety,spinning,rocking,,,,,,
279654,,"{""Sound"":""sing-songy,flat-tone,mumbly,robotic""}",survey-text,4,2.1.0,1025043,6158cd25533cca75a4429fc9,691666c81a5eeee631c26019,69167870c9edf323aaa0a4a4,sound,p00s7kbv1v.csv,sing-songy,flat-tone,mumbly,robotic,,,,,,,,
21415,,"{""Know"":""Yes.""}",survey-text,5,2.1.0,1046472,6158cd25533cca75a4429fc9,691666c81a5eeee631c26019,69167870c9edf323aaa0a4a4,know,p00s7kbv1v.csv,Yes.,,,,,,,,,,,
58219,,"{""Person"":""functioning, unique, special, human, smart""}",survey-text,2,2.1.0,62122,6731876be8c419cf04d952b7,691666c81a5eeee631c26019,69166d1a03adabb56a106cb1,person,paopjhuhps.csv,functioning,unique,special,human,smart,,,,,,,
79583,,"{""Behavior"":""different, unique, odd, special, independent""}",survey-text,3,2.1.0,141708,6731876be8c419cf04d952b7,691666c81a5eeee631c26019,69166d1a03adabb56a106cb1,behavior,paopjhuhps.csv,different,unique,odd,special,independent,,,,,,,
32554,,"{""Sound"":""normal, happy, relaxed, chill, giddy""}",survey-text,4,2.1.0,174266,6731876be8c419cf04d952b7,691666c81a5eeee631c26019,69166d1a03adabb56a106cb1,sound,paopjhuhps.csv,normal,happy,relaxed,chill,giddy,,,,,,,
8308,,"{""Know"":""Yes""}",survey-text,5,2.1.0,182583,6731876be8c419cf04d952b7,691666c81a5eeee631c26019,69166d1a03adabb56a106cb1,know,paopjhuhps.csv,Yes,,,,,,,,,,,
51278,,"{""Person"":""Smart, thoughtful, quiet, reserved, weird, alone, thinker, caring""}",survey-text,2,2.1.0,72484,63d84be2c9a21026d442e728,691666c81a5eeee631c26019,69167d7c2fd4877d95695998,person,pd5ptrgdev.csv,Smart,thoughtful,quiet,reserved,weird,alone,thinker,caring,,,,
55748,,"{""Behavior"":""Quiet, focused, observant, honest, thoughtful, creative""}",survey-text,3,2.1.0,128234,63d84be2c9a21026d442e728,691666c81a5eeee631c26019,69167d7c2fd4877d95695998,behavior,pd5ptrgdev.csv,Quiet,focused,observant,honest,thoughtful,creative,,,,,,
23028,,"{""Sound"":""quiet, normal, sad, loud, angry, aggressive, hostile""}",survey-text,4,2.1.0,151264,63d84be2c9a21026d442e728,691666c81a5eeee631c26019,69167d7c2fd4877d95695998,sound,pd5ptrgdev.csv,quiet,normal,sad,loud,angry,aggressive,hostile,,,,,
22523,,"{""Know"":""I have acquaintances with autistic children.""}",survey-text,5,2.1.0,173791,63d84be2c9a21026d442e728,691666c81a5eeee631c26019,69167d7c2fd4877d95695998,know,pd5ptrgdev.csv,I have acquaintances with autistic children.,,,,,,,,,,,
27139,,"{""Person"":""awkward, weird, computer, anime, legos, trains""}",survey-text,2,2.1.0,30859,67439be8ee2236a7c078d523,691666c81a5eeee631c26019,6916712eb9954d7e1839eb83,person,pnpgsl0u1p.csv,awkward,weird,computer,anime,legos,trains,,,,,,
48044,,"{""Behavior"":""weird, embarrassing, withdrawn, quiet, shy""}",survey-text,3,2.1.0,78907,67439be8ee2236a7c078d523,691666c81a5eeee631c26019,6916712eb9954d7e1839eb83,behavior,pnpgsl0u1p.csv,weird,embarrassing,withdrawn,quiet,shy,,,,,,,
36245,,"{""Sound"":""nerdy, geeky, lisping, enthusiastic, frantic""}",survey-text,4,2.1.0,115156,67439be8ee2236a7c078d523,691666c81a5eeee631c26019,6916712eb9954d7e1839eb83,sound,pnpgsl0u1p.csv,nerdy,geeky,lisping,enthusiastic,frantic,,,,,,,
6255,,"{""Know"":""me""}",survey-text,5,2.1.0,121416,67439be8ee2236a7c078d523,691666c81a5eeee631c26019,6916712eb9954d7e1839eb83,know,pnpgsl0u1p.csv,me,,,,,,,,,,,
77940,,"{""Person"":""Slow, retarded, mentally ill, handicapped.""}",survey-text,2,2.1.0,111315,66580aab6c9e170b805a6962,691666c81a5eeee631c26019,69166d2424fe1caaf7c4a466,person,pyer2dq6dt.csv,Slow,retarded,mentally ill,handicapped.,,,,,,,,
68204,,"{""Behavior"":""Retarded, unreasonable, disorderly, disruptive, impatient.""}",survey-text,3,2.1.0,179521,66580aab6c9e170b805a6962,691666c81a5eeee631c26019,69166d2424fe1caaf7c4a466,behavior,pyer2dq6dt.csv,Retarded,unreasonable,disorderly,disruptive,impatient.,,,,,,,
36470,,"{""Sound"":""Retarded, slow, unorganized, incomprehensible, without form.""}",survey-text,4,2.1.0,215993,66580aab6c9e170b805a6962,691666c81a5eeee631c26019,69166d2424fe1caaf7c4a466,sound,pyer2dq6dt.csv,Retarded,slow,unorganized,incomprehensible,without form.,,,,,,,
33551,,"{""Know"":""Yes, I had a multiple family members with it.""}",survey-text,5,2.1.0,249549,66580aab6c9e170b805a6962,691666c81a5eeee631c26019,69166d2424fe1caaf7c4a466,know,pyer2dq6dt.csv,Yes,I had a multiple family members with it.,,,,,,,,,,
45952,,"{""Person"":""slow, smart, quiet, happy, unique""}",survey-text,2,2.1.0,252738,661d91aa5c28076a1170abb6,691666c81a5eeee631c26019,69168237b78d5e10aa76e36a,person,pynha8bxke.csv,slow,smart,quiet,happy,unique,,,,,,,
75522,,"{""Behavior"":""different, dramatic, loud, upset, agressive""}",survey-text,3,2.1.0,328263,661d91aa5c28076a1170abb6,691666c81a5eeee631c26019,69168237b78d5e10aa76e36a,behavior,pynha8bxke.csv,different,dramatic,loud,upset,agressive,,,,,,,
67565,,"{""Sound"":""loud, mute, cries, ""}",survey-text,4,2.1.0,395830,661d91aa5c28076a1170abb6,691666c81a5eeee631c26019,69168237b78d5e10aa76e36a,sound,pynha8bxke.csv,loud,mute,cries,,,,,,,,,
3735,,"{""Know"":""Yes""}",survey-text,5,2.1.0,399572,661d91aa5c28076a1170abb6,691666c81a5eeee631c26019,69168237b78d5e10aa76e36a,know,pynha8bxke.csv,Yes,,,,,,,,,,,
43321,,"{""Person"":""Intelligent, hyper-attentive, talented, sensitive""}",survey-text,2,2.1.0,70227,657dbba8aee3176b18b72b0a,691666c81a5eeee631c26019,6916739914ec262e1f98c3d8,person,q1n6v3tp3j.csv,Intelligent,hyper-attentive,talented,sensitive,,,,,,,,
42330,,"{""Behavior"":""normally (to some onlookers), sensitive to sound, bored, ""}",survey-text,3,2.1.0,112559,657dbba8aee3176b18b72b0a,691666c81a5eeee631c26019,6916739914ec262e1f98c3d8,behavior,q1n6v3tp3j.csv,normally (to some onlookers),sensitive to sound,bored,,,,,,,,,
49994,,"{""Sound"":""normal, human, correct grammar, enthusiastic, bored""}",survey-text,4,2.1.0,162554,657dbba8aee3176b18b72b0a,691666c81a5eeee631c26019,6916739914ec262e1f98c3d8,sound,q1n6v3tp3j.csv,normal,human,correct grammar,enthusiastic,bored,,,,,,,
15035,,"{""Know"":""I have known one artistic person""}",survey-text,5,2.1.0,177595,657dbba8aee3176b18b72b0a,691666c81a5eeee631c26019,6916739914ec262e1f98c3d8,know,q1n6v3tp3j.csv,I have known one artistic person,,,,,,,,,,,
84829,,"{""Person"":""different, smart, capable, pleasant, caring""}",survey-text,2,2.1.0,110161,61521b77189f1ecd957345d7,691666c81a5eeee631c26019,69166d06663f4420ca110eca,person,q71xs47x5x.csv,different,smart,capable,pleasant,caring,,,,,,,
60037,,"{""Behavior"":""differently, normally, willingly, happily, enthusiastically""}",survey-text,3,2.1.0,170202,61521b77189f1ecd957345d7,691666c81a5eeee631c26019,69166d06663f4420ca110eca,behavior,q71xs47x5x.csv,differently,normally,willingly,happily,enthusiastically,,,,,,,
53394,,"{""Sound"":""non-verbal, normal, happy, quiet, loud""}",survey-text,4,2.1.0,223600,61521b77189f1ecd957345d7,691666c81a5eeee631c26019,69166d06663f4420ca110eca,sound,q71xs47x5x.csv,non-verbal,normal,happy,quiet,loud,,,,,,,
9384,,"{""Know"":""Yes.""}",survey-text,5,2.1.0,232993,61521b77189f1ecd957345d7,691666c81a5eeee631c26019,69166d06663f4420ca110eca,know,q71xs47x5x.csv,Yes.,,,,,,,,,,,
50503,,"{""Person"":""detailed, intelligent, emotional, specific, worthy""}",survey-text,2,2.1.0,85329,66ec9f0832d1bc82239af5a1,691666c81a5eeee631c26019,691678ea1aa1f2d77924e9fc,person,qexhyapcly.csv,detailed,intelligent,emotional,specific,worthy,,,,,,,
64763,,"{""Behavior"":""childlike, emotional, extreme, specific, direct""}",survey-text,3,2.1.0,150093,66ec9f0832d1bc82239af5a1,691666c81a5eeee631c26019,691678ea1aa1f2d77924e9fc,behavior,qexhyapcly.csv,childlike,emotional,extreme,specific,direct,,,,,,,
52011,,"{""Sound"":""happy, sad, confident, shy, confused""}",survey-text,4,2.1.0,202105,66ec9f0832d1bc82239af5a1,691666c81a5eeee631c26019,691678ea1aa1f2d77924e9fc,sound,qexhyapcly.csv,happy,sad,confident,shy,confused,,,,,,,
9435,,"{""Know"":""yes""}",survey-text,5,2.1.0,211543,66ec9f0832d1bc82239af5a1,691666c81a5eeee631c26019,691678ea1aa1f2d77924e9fc,know,qexhyapcly.csv,yes,,,,,,,,,,,
89623,,"{""Person"":""quiet, smart, misunderstood , obsessive, stubborn""}",survey-text,2,2.1.0,226253,5cb882d33f0af9000159e00f,691666c81a5eeee631c26019,69167dd0a7e68d3037edbe51,person,qgjhaggxjc.csv,quiet,smart,misunderstood,obsessive,stubborn,,,,,,,
277847,,"{""Behavior"":""tantrums, nervous, literal, focused, curious""}",survey-text,3,2.1.0,504092,5cb882d33f0af9000159e00f,691666c81a5eeee631c26019,69167dd0a7e68d3037edbe51,behavior,qgjhaggxjc.csv,tantrums,nervous,literal,focused,curious,,,,,,,
160980,,"{""Sound"":""monotone, robotic, repetitive, same, boring""}",survey-text,4,2.1.0,665069,5cb882d33f0af9000159e00f,691666c81a5eeee631c26019,69167dd0a7e68d3037edbe51,sound,qgjhaggxjc.csv,monotone,robotic,repetitive,same,boring,,,,,,,
4714,,"{""Know"":""yes""}",survey-text,5,2.1.0,669785,5cb882d33f0af9000159e00f,691666c81a5eeee631c26019,69167dd0a7e68d3037edbe51,know,qgjhaggxjc.csv,yes,,,,,,,,,,,
32056,,"{""Person"":""neurodivergent, special interest, awkward, no eye contact,  doesn't like loud noises or bright lights ""}",survey-text,2,2.1.0,44225,6757c7df61a1989317e6c428,691666c81a5eeee631c26019,69166d02d5149aa77f2e23bc,person,qnfqnydf7s.csv,neurodivergent,special interest,awkward,no eye contact,doesn't like loud noises or bright lights,,,,,,,
29385,,"{""Behavior"":""doesn't like loud noise or lights, stimming, fidgeting, blunt, abrupt""}",survey-text,3,2.1.0,73612,6757c7df61a1989317e6c428,691666c81a5eeee631c26019,69166d02d5149aa77f2e23bc,behavior,qnfqnydf7s.csv,doesn't like loud noise or lights,stimming,fidgeting,blunt,abrupt,,,,,,,
21627,,"{""Sound"":""monotone, not excited, repetitive""}",survey-text,4,2.1.0,95242,6757c7df61a1989317e6c428,691666c81a5eeee631c26019,69166d02d5149aa77f2e23bc,sound,qnfqnydf7s.csv,monotone,not excited,repetitive,,,,,,,,,
2741,,"{""Know"":""yes""}",survey-text,5,2.1.0,97985,6757c7df61a1989317e6c428,691666c81a5eeee631c26019,69166d02d5149aa77f2e23bc,know,qnfqnydf7s.csv,yes,,,,,,,,,,,
63456,,"{""Person"":""someone who is on the spectrum.  Who has trouble with contact with people, who doesn't know how to sense clues from people or know how to relate to them. ""}",survey-text,2,2.1.0,102201,62897d2024f826ea90b7efa1,691666c81a5eeee631c26019,69166ee9398afde1290329d8,person,qox8knmfbt.csv,someone who is on the spectrum.  Who has trouble with contact with people,who doesn't know how to sense clues from people or know how to relate to them.,,,,,,,,,,
61009,,"{""Behavior"":""withdrawn, quiet, odd, unintentionally rude, sometimes physically violent when frustrated.""}",survey-text,3,2.1.0,163212,62897d2024f826ea90b7efa1,691666c81a5eeee631c26019,69166ee9398afde1290329d8,behavior,qox8knmfbt.csv,withdrawn,quiet,odd,unintentionally rude,sometimes physically violent when frustrated.,,,,,,,
46527,,"{""Sound"":""quiet, speaks oddly, does not speak at all, says inappropriate things.""}",survey-text,4,2.1.0,209741,62897d2024f826ea90b7efa1,691666c81a5eeee631c26019,69166ee9398afde1290329d8,sound,qox8knmfbt.csv,quiet,speaks oddly,does not speak at all,says inappropriate things.,,,,,,,,
5845,,"{""Know"":""yes""}",survey-text,5,2.1.0,215590,62897d2024f826ea90b7efa1,691666c81a5eeee631c26019,69166ee9398afde1290329d8,know,qox8knmfbt.csv,yes,,,,,,,,,,,
38049,,"{""Person"":""unique, different, able, divergent, confused, literal""}",survey-text,2,2.1.0,46754,5f4738bfa043201203a27b4b,691666c81a5eeee631c26019,69166e7a7a4efeab141a8a81,person,r7b8yrnoa7.csv,unique,different,able,divergent,confused,literal,,,,,,
21724,,"{""Behavior"":""abnormal, confused, quiet, loud, selfish""}",survey-text,3,2.1.0,68483,5f4738bfa043201203a27b4b,691666c81a5eeee631c26019,69166e7a7a4efeab141a8a81,behavior,r7b8yrnoa7.csv,abnormal,confused,quiet,loud,selfish,,,,,,,
47017,,"{""Sound"":""loud, flat, monotone, raspy, intelligent""}",survey-text,4,2.1.0,115504,5f4738bfa043201203a27b4b,691666c81a5eeee631c26019,69166e7a7a4efeab141a8a81,sound,r7b8yrnoa7.csv,loud,flat,monotone,raspy,intelligent,,,,,,,
3025,,"{""Know"":""No""}",survey-text,5,2.1.0,118534,5f4738bfa043201203a27b4b,691666c81a5eeee631c26019,69166e7a7a4efeab141a8a81,know,r7b8yrnoa7.csv,No,,,,,,,,,,,
52916,,"{""Person"":""behaviors, routine, specific, unpredictable, children""}",survey-text,2,2.1.0,64274,61086c714ebfaefbb62531b2,691666c81a5eeee631c26019,69166cbe58f9f60df52d6892,person,royw6lk5zu.csv,behaviors,routine,specific,unpredictable,children,,,,,,,
175758,,"{""Behavior"":""upset, happy, kind, angry, shy""}",survey-text,3,2.1.0,240033,61086c714ebfaefbb62531b2,691666c81a5eeee631c26019,69166cbe58f9f60df52d6892,behavior,royw6lk5zu.csv,upset,happy,kind,angry,shy,,,,,,,
48141,,"{""Sound"":""loud, quiet, soft tone, forceful, harsh""}",survey-text,4,2.1.0,288176,61086c714ebfaefbb62531b2,691666c81a5eeee631c26019,69166cbe58f9f60df52d6892,sound,royw6lk5zu.csv,loud,quiet,soft tone,forceful,harsh,,,,,,,
14161,,"{""Know"":""Yes, family member""}",survey-text,5,2.1.0,302352,61086c714ebfaefbb62531b2,691666c81a5eeee631c26019,69166cbe58f9f60df52d6892,know,royw6lk5zu.csv,Yes,family member,,,,,,,,,,
66202,,"{""Person"":""non verbal, sensitive, over stimulated, social anxiety, routine oriented""}",survey-text,2,2.1.0,93907,5c6b646349b7f0000120b659,691666c81a5eeee631c26019,691673bc9dcd62f6bb827184,person,ruy16jd2vz.csv,non verbal,sensitive,over stimulated,social anxiety,routine oriented,,,,,,,
63454,,"{""Behavior"":""quiet, inflexible, routine oriented, non verbal, socially awkward""}",survey-text,3,2.1.0,157379,5c6b646349b7f0000120b659,691666c81a5eeee631c26019,691673bc9dcd62f6bb827184,behavior,ruy16jd2vz.csv,quiet,inflexible,routine oriented,non verbal,socially awkward,,,,,,,
48520,,"{""Sound"":""quiet, precise, accurate, literal, inflexible ""}",survey-text,4,2.1.0,205914,5c6b646349b7f0000120b659,691666c81a5eeee631c26019,691673bc9dcd62f6bb827184,sound,ruy16jd2vz.csv,quiet,precise,accurate,literal,inflexible,,,,,,,
12034,,"{""Know"":""yes""}",survey-text,5,2.1.0,217967,5c6b646349b7f0000120b659,691666c81a5eeee631c26019,691673bc9dcd62f6bb827184,know,ruy16jd2vz.csv,yes,,,,,,,,,,,
53227,,"{""Person"":""awkward, different, needs, special, human, condition, weird, strange, altruistic, lovely""}",survey-text,2,2.1.0,68701,5c9623dd35599200175642e4,691666c81a5eeee631c26019,691673382e78efbba224fb70,person,sapky9x31f.csv,awkward,different,needs,special,human,condition,weird,strange,altruistic,lovely,,
24434,,"{""Behavior"":""Awkward, weird, strange, different, awesome""}",survey-text,3,2.1.0,93140,5c9623dd35599200175642e4,691666c81a5eeee631c26019,691673382e78efbba224fb70,behavior,sapky9x31f.csv,Awkward,weird,strange,different,awesome,,,,,,,
27034,,"{""Sound"":""normal, different, strange, awkward, fun""}",survey-text,4,2.1.0,120177,5c9623dd35599200175642e4,691666c81a5eeee631c26019,691673382e78efbba224fb70,sound,sapky9x31f.csv,normal,different,strange,awkward,fun,,,,,,,
4446,,"{""Know"":""No""}",survey-text,5,2.1.0,124630,5c9623dd35599200175642e4,691666c81a5eeee631c26019,691673382e78efbba224fb70,know,sapky9x31f.csv,No,,,,,,,,,,,
63660,,"{""Person"":""Literal, awkward, intense, rigid, brilliant, anxious, blunt, isolated, focused, misunderstood""}",survey-text,2,2.1.0,87101,5fed6c9c0d786daf31f29f3d,691666c81a5eeee631c26019,6916a5d7fa9a8508db064956,person,sjltrm5r2r.csv,Literal,awkward,intense,rigid,brilliant,anxious,blunt,isolated,focused,misunderstood,,
27465,,"{""Behavior"":""Routine-seeking, direct, repetitive, withdrawn, intense, sensitive""}",survey-text,3,2.1.0,114578,5fed6c9c0d786daf31f29f3d,691666c81a5eeee631c26019,6916a5d7fa9a8508db064956,behavior,sjltrm5r2r.csv,Routine-seeking,direct,repetitive,withdrawn,intense,sensitive,,,,,,
47149,,"{""Sound"":""Monotone, precise, quiet, loud, hesitant, fast, flat, repetitive""}",survey-text,4,2.1.0,161738,5fed6c9c0d786daf31f29f3d,691666c81a5eeee631c26019,6916a5d7fa9a8508db064956,sound,sjltrm5r2r.csv,Monotone,precise,quiet,loud,hesitant,fast,flat,repetitive,,,,
17574,,"{""Know"":""Yes, my friend has an autistic son, non verbal. ""}",survey-text,5,2.1.0,179324,5fed6c9c0d786daf31f29f3d,691666c81a5eeee631c26019,6916a5d7fa9a8508db064956,know,sjltrm5r2r.csv,Yes,my friend has an autistic son,non verbal.,,,,,,,,,
102065,,"{""Person"":""isolated, challenged, disabled,  obsessive, neurotic""}",survey-text,2,2.1.0,130161,665e680164927b18554b66ec,691666c81a5eeee631c26019,6916736348717bc78568729e,person,u0l4m7kz2s.csv,isolated,challenged,disabled,obsessive,neurotic,,,,,,,
70478,,"{""Behavior"":""obsessive, compulsive, non-social, shy, picky""}",survey-text,3,2.1.0,200641,665e680164927b18554b66ec,691666c81a5eeee631c26019,6916736348717bc78568729e,behavior,u0l4m7kz2s.csv,obsessive,compulsive,non-social,shy,picky,,,,,,,
74405,,"{""Sound"":""mumbling, excited, confused, strange, unnatural""}",survey-text,4,2.1.0,275048,665e680164927b18554b66ec,691666c81a5eeee631c26019,6916736348717bc78568729e,sound,u0l4m7kz2s.csv,mumbling,excited,confused,strange,unnatural,,,,,,,
10979,,"{""Know"":""No.""}",survey-text,5,2.1.0,286048,665e680164927b18554b66ec,691666c81a5eeee631c26019,6916736348717bc78568729e,know,u0l4m7kz2s.csv,No.,,,,,,,,,,,
35163,,"{""Person"":""different, neurodivergent, sensitive, distracted, quirky, obsessive, awkward""}",survey-text,2,2.1.0,44036,590208c89571f50001c666e3,691666c81a5eeee631c26019,69166f8287e1f9ec76f990e1,person,u1edxhomk0.csv,different,neurodivergent,sensitive,distracted,quirky,obsessive,awkward,,,,,
39239,,"{""Behavior"":""strange, eccentric, focused, disinterested, self-centered""}",survey-text,3,2.1.0,83278,590208c89571f50001c666e3,691666c81a5eeee631c26019,69166f8287e1f9ec76f990e1,behavior,u1edxhomk0.csv,strange,eccentric,focused,disinterested,self-centered,,,,,,,
28357,,"{""Sound"":""ordinary, loud, boisterous, sad, energetic""}",survey-text,4,2.1.0,111638,590208c89571f50001c666e3,691666c81a5eeee631c26019,69166f8287e1f9ec76f990e1,sound,u1edxhomk0.csv,ordinary,loud,boisterous,sad,energetic,,,,,,,
6855,,"{""Know"":""no""}",survey-text,5,2.1.0,118499,590208c89571f50001c666e3,691666c81a5eeee631c26019,69166f8287e1f9ec76f990e1,know,u1edxhomk0.csv,no,,,,,,,,,,,
41309,,"{""Person"":""unique, intelligent, spunky, routine, kind""}",survey-text,2,2.1.0,60116,60862c73a90fb86ef3e4a1f4,691666c81a5eeee631c26019,69166fdbe2681348670aa2e0,person,u3qh51ckx8.csv,unique,intelligent,spunky,routine,kind,,,,,,,
37893,,"{""Behavior"":""loud, quiet, calm, sporatic, interesting""}",survey-text,3,2.1.0,98011,60862c73a90fb86ef3e4a1f4,691666c81a5eeee631c26019,69166fdbe2681348670aa2e0,behavior,u3qh51ckx8.csv,loud,quiet,calm,sporatic,interesting,,,,,,,
113144,,"{""Sound"":""loud, vocal, quiet, repetitive, energetic ""}",survey-text,4,2.1.0,211158,60862c73a90fb86ef3e4a1f4,691666c81a5eeee631c26019,69166fdbe2681348670aa2e0,sound,u3qh51ckx8.csv,loud,vocal,quiet,repetitive,energetic,,,,,,,
3503,,"{""Know"":""yes""}",survey-text,5,2.1.0,214666,60862c73a90fb86ef3e4a1f4,691666c81a5eeee631c26019,69166fdbe2681348670aa2e0,know,u3qh51ckx8.csv,yes,,,,,,,,,,,
44581,,"{""Person"":""Withdrawn, handicapped, Mute, antisocial, special needs""}",survey-text,2,2.1.0,63790,55b5f6b6fdf99b713277dc94,691666c81a5eeee631c26019,69166d1e13f764aecccf32de,person,u67r7lq0so.csv,Withdrawn,handicapped,Mute,antisocial,special needs,,,,,,,
40994,,"{""Behavior"":""withdrawn, mute, awkward, helpless, disoriented""}",survey-text,3,2.1.0,104786,55b5f6b6fdf99b713277dc94,691666c81a5eeee631c26019,69166d1e13f764aecccf32de,behavior,u67r7lq0so.csv,withdrawn,mute,awkward,helpless,disoriented,,,,,,,
30983,,"{""Sound"":""loud, garbled, odd, confused, frustrated""}",survey-text,4,2.1.0,135770,55b5f6b6fdf99b713277dc94,691666c81a5eeee631c26019,69166d1e13f764aecccf32de,sound,u67r7lq0so.csv,loud,garbled,odd,confused,frustrated,,,,,,,
6368,,"{""Know"":""yes""}",survey-text,5,2.1.0,142144,55b5f6b6fdf99b713277dc94,691666c81a5eeee631c26019,69166d1e13f764aecccf32de,know,u67r7lq0so.csv,yes,,,,,,,,,,,
16190,,"{""Person"":""annoying, quiet, oblivious, focused, obsessive""}",survey-text,2,2.1.0,29285,60d3740f31606cb50e49f00c,691666c81a5eeee631c26019,69166d79359e7fd809edbcfa,person,upv8z56mec.csv,annoying,quiet,oblivious,focused,obsessive,,,,,,,
26658,,"{""Behavior"":""quiet, loud, unrestrained, focused, deliberate""}",survey-text,3,2.1.0,55960,60d3740f31606cb50e49f00c,691666c81a5eeee631c26019,69166d79359e7fd809edbcfa,behavior,upv8z56mec.csv,quiet,loud,unrestrained,focused,deliberate,,,,,,,
86350,,"{""Sound"":""blunt, loud, obtrusive, quick, fast""}",survey-text,4,2.1.0,142322,60d3740f31606cb50e49f00c,691666c81a5eeee631c26019,69166d79359e7fd809edbcfa,sound,upv8z56mec.csv,blunt,loud,obtrusive,quick,fast,,,,,,,
3734,,"{""Know"":""yes""}",survey-text,5,2.1.0,146088,60d3740f31606cb50e49f00c,691666c81a5eeee631c26019,69166d79359e7fd809edbcfa,know,upv8z56mec.csv,yes,,,,,,,,,,,
148649,,"{""Person"":""Unique, Special, Disability, Diverse, Spectrum, Brain, Individual, Challenging, Intrigue, Misunderstood""}",survey-text,2,2.1.0,168919,5dd72d2883e3096d755c0f14,691666c81a5eeee631c26019,69166d8d1992543696041eeb,person,v19p2nofh7.csv,Unique,Special,Disability,Diverse,Spectrum,Brain,Individual,Challenging,Intrigue,Misunderstood,,
77548,,"{""Behavior"":""Different, Unpredictable, Introspective, Distant, Uncommon, Unique""}",survey-text,3,2.1.0,246477,5dd72d2883e3096d755c0f14,691666c81a5eeee631c26019,69166d8d1992543696041eeb,behavior,v19p2nofh7.csv,Different,Unpredictable,Introspective,Distant,Uncommon,Unique,,,,,,
78643,,"{""Sound"":""Normal, Quiet, Loud, Confusing, Unintelligible, Smart""}",survey-text,4,2.1.0,325129,5dd72d2883e3096d755c0f14,691666c81a5eeee631c26019,69166d8d1992543696041eeb,sound,v19p2nofh7.csv,Normal,Quiet,Loud,Confusing,Unintelligible,Smart,,,,,,
5825,,"{""Know"":""Yes""}",survey-text,5,2.1.0,330963,5dd72d2883e3096d755c0f14,691666c81a5eeee631c26019,69166d8d1992543696041eeb,know,v19p2nofh7.csv,Yes,,,,,,,,,,,
89382,,"{""Person"":""Cool, Savant, Smart, Misunderstood, quirky, authentic, masking""}",survey-text,2,2.1.0,434921,60fd0b053216a04db035ad9b,691666c81a5eeee631c26019,69167758b8fa485bbdee041c,person,v8l6uw2smn.csv,Cool,Savant,Smart,Misunderstood,quirky,authentic,masking,,,,,
119591,,"{""Behavior"":""Stimming, fidget, spectrum, dancing, hugging""}",survey-text,3,2.1.0,554518,60fd0b053216a04db035ad9b,691666c81a5eeee631c26019,69167758b8fa485bbdee041c,behavior,v8l6uw2smn.csv,Stimming,fidget,spectrum,dancing,hugging,,,,,,,
428351,,"{""Sound"":""Singing, ticks, lisp, vocal, laughing""}",survey-text,4,2.1.0,982876,60fd0b053216a04db035ad9b,691666c81a5eeee631c26019,69167758b8fa485bbdee041c,sound,v8l6uw2smn.csv,Singing,ticks,lisp,vocal,laughing,,,,,,,
10089,,"{""Know"":""Yes I know many autistic people.""}",survey-text,5,2.1.0,992977,60fd0b053216a04db035ad9b,691666c81a5eeee631c26019,69167758b8fa485bbdee041c,know,v8l6uw2smn.csv,Yes I know many autistic people.,,,,,,,,,,,
